VehOdo,MMRAcquisitionAuctionAveragePrice,Make,WarrantyCost,IsBadBuy
85419,6624,JEEP,723,0
71794,5427,CHRYSLER,1389,0
76417,7513,CHEVROLET,1974,0
89855,4270,CHEVROLET,1243,0
85923,9244,JEEP,1893,0
81203,7149,CHEVROLET,1373,0
77662,7394,DODGE,1857,0
84872,9210,FORD,1633,0
60904,7499,DODGE,1215,0
85147,7391,DODGE,1283,0
76901,7513,CHEVROLET,1974,0
69974,9495,CHRYSLER,1215,0
81741,6867,CHEVROLET,2152,0
89576,7391,DODGE,1283,0
65222,5341,FORD,1020,1
75130,9096,NISSAN,686,0
76485,6124,FORD,1506,0
76870,6281,FORD,1506,0
45271,5451,SUZUKI,482,0
69825,4046,CHRYSLER,1020,0
84828,9210,FORD,1633,0
82605,4318,JEEP,2322,1
69230,3365,FORD,1808,0
79930,7513,CHEVROLET,1974,0
40759,6228,CHEVROLET,623,0
78024,7513,CHEVROLET,1974,0
84221,3141,FORD,1543,1
49672,3996,SUZUKI,482,0
84687,5603,JEEP,1893,0
80851,1742,MERCURY,1283,0
65080,12403,DODGE,1215,0
91218,2865,CHRYSLER,1930,1
61155,7499,DODGE,1215,0
78549,4277,JEEP,986,0
72538,10269,BUICK,1506,0
81613,7131,PONTIAC,2152,0
77402,6867,CHEVROLET,1974,0
57260,4051,SATURN,671,0
84797,5603,JEEP,1893,0
86203,7697,DODGE,1283,0
78669,6867,CHEVROLET,1974,0
84409,8156,CHRYSLER,1763,0
90315,3316,SATURN,909,0
92936,3432,DODGE,765,0
82534,7069,BUICK,2152,0
93599,4243,CHRYSLER,1630,0
87542,5409,FORD,1803,1
72305,10678,DODGE,1623,0
75181,6632,PONTIAC,1272,0
65659,6305,CHEVROLET,1020,0
49789,6362,CHRYSLER,975,0
80219,4097,FORD,1543,1
68645,9091,CHEVROLET,1703,0
68001,7748,CHEVROLET,1020,0
93646,4996,DODGE,1918,0
68897,10863,CHRYSLER,1215,0
79249,5614,GMC,1455,0
89010,5652,PONTIAC,2152,0
71630,14146,NISSAN,1155,0
88802,9301,DODGE,983,0
69225,4854,FORD,1125,0
74735,9382,CHRYSLER,1389,0
60601,5486,CHRYSLER,1215,0
89312,4364,FORD,1243,0
56784,2940,SATURN,971,0
35586,6069,HYUNDAI,642,0
84349,3544,CHEVROLET,1243,0
85119,4904,DODGE,1763,0
66011,11730,DODGE,1215,0
68267,11000,CHRYSLER,1215,0
94320,17246,FORD,1774,1
83963,6984,DODGE,594,0
71914,5172,GMC,2274,0
69795,4722,FORD,1020,0
99108,3105,DODGE,2218,0
92688,3775,DODGE,1930,1
72556,3220,DODGE,1689,0
84698,8967,JEEP,1893,0
58780,6648,JEEP,754,0
79186,10684,FORD,803,0
89628,2478,CHRYSLER,1543,0
59429,2596,CHEVROLET,671,0
85232,11847,GMC,1243,0
55591,4254,SUZUKI,505,0
67419,11475,DODGE,533,0
85784,5681,DODGE,1503,0
62412,6441,PONTIAC,1118,0
96005,9736,CHEVROLET,1918,0
90716,14088,FORD,909,0
76640,9884,FORD,1506,0
91189,5886,DODGE,1630,0
66857,5444,CHEVROLET,2003,0
58095,3844,CHRYSLER,1086,1
63412,10081,CHRYSLER,1215,0
64361,5715,DODGE,1215,0
48711,7258,CHRYSLER,975,0
80733,14533,MERCURY,1503,0
69371,6961,CHEVROLET,728,0
69180,6904,FORD,1313,0
68832,3448,CHEVROLET,1020,0
93905,2695,MERCURY,1353,1
90937,5899,FORD,920,0
89717,3960,LINCOLN,1153,0
55411,7622,CHEVROLET,1500,0
63134,3399,CHEVROLET,1703,0
79123,4497,MITSUBISHI,1455,1
86031,3557,CHRYSLER,1803,1
59478,5357,CHRYSLER,1003,0
45519,4433,CHRYSLER,975,0
77268,2973,PONTIAC,1155,0
63758,5274,CHEVROLET,1118,0
76477,9897,BUICK,4622,0
76572,3976,SATURN,1623,0
75159,7111,CHEVROLET,1272,0
73145,9384,DODGE,920,0
69522,4873,CHEVROLET,1020,0
72560,7001,MITSUBISHI,569,0
95708,3464,DODGE,2218,1
74336,7097,HONDA,1155,0
63351,7352,CHEVROLET,728,0
83189,7932,CHEVROLET,2152,0
97523,3374,FORD,1341,0
92550,7397,CHRYSLER,1918,0
86261,7932,CHEVROLET,2152,0
93037,2012,DODGE,1641,0
87191,7152,CHEVROLET,2152,0
61545,6532,DODGE,1411,0
60110,8430,BUICK,3115,0
83039,9057,DODGE,1503,0
71226,9740,FORD,920,0
83345,6084,FORD,983,0
38578,7677,PONTIAC,1181,0
62203,4016,DODGE,1215,0
82370,8039,CHEVROLET,2152,0
65274,0,CHEVROLET,1801,0
70204,6972,SATURN,803,1
81188,4236,DODGE,983,0
95002,6231,DODGE,1353,1
72941,7795,HYUNDAI,803,0
63981,7473,PONTIAC,1118,0
80538,8242,BUICK,1633,0
81367,5007,CHEVROLET,1373,0
84236,3324,MAZDA,1413,0
60757,7232,CHEVROLET,1703,0
69597,8769,DODGE,825,1
81696,4144,DODGE,1803,0
52113,8749,CHEVROLET,671,0
91814,10906,CHEVROLET,1341,1
51065,0,CHRYSLER,1086,0
76850,5563,CHEVROLET,2274,0
74268,8054,CHEVROLET,2091,0
61460,0,CHRYSLER,1215,1
58781,2733,KIA,505,0
80524,4508,CHEVROLET,1113,0
55452,8423,DODGE,920,0
75153,3770,FORD,920,0
64594,3565,DODGE,1215,0
52558,5515,CHRYSLER,1086,0
45589,6088,SUZUKI,693,0
68470,3889,FORD,833,0
82439,11574,DODGE,1763,0
73113,4979,DODGE,1623,0
74691,9499,NISSAN,686,0
59572,3116,DODGE,588,1
92927,3474,FORD,1053,1
73897,5988,DODGE,920,0
68317,7016,CHEVROLET,728,0
90252,9583,TOYOTA,1930,0
73045,4784,NISSAN,986,1
79820,8719,DODGE,920,1
83008,5531,DODGE,1243,0
78385,6021,PONTIAC,1974,0
79882,5911,CHEVROLET,2091,0
87169,6494,CHEVROLET,2152,0
71343,5448,BUICK,3667,0
69800,4707,PONTIAC,533,0
70940,7336,FORD,1155,1
68941,6560,FORD,1313,0
66791,5911,CHEVROLET,1801,0
72141,7866,FORD,1506,0
69814,6021,PONTIAC,1703,0
49540,5998,KIA,482,0
77084,9833,CHEVROLET,1974,0
60096,7177,CHEVROLET,728,0
82904,3983,CHEVROLET,2152,0
80760,7870,CHEVROLET,2282,0
61126,7252,CHEVROLET,1703,0
82185,6494,CHEVROLET,2152,1
68215,9313,CHEVROLET,1801,0
79776,4581,CHEVROLET,803,0
66249,11072,DODGE,1215,0
54571,8017,FORD,1003,0
66780,6411,MITSUBISHI,533,0
59407,3983,CHEVROLET,1500,0
50392,7177,CHEVROLET,671,0
67462,8029,NISSAN,1020,0
58565,3833,SUZUKI,505,0
76683,7863,BUICK,1506,0
63449,6896,FORD,1020,0
67407,9313,CHEVROLET,1801,0
79761,3858,DODGE,1389,0
79991,2301,DODGE,1389,0
71620,7922,DODGE,920,0
63657,3363,CHRYSLER,1215,0
59875,4082,CHRYSLER,1086,0
65800,4900,CHRYSLER,1118,0
81573,5830,CHEVROLET,853,0
60731,5899,CHEVROLET,1801,0
73845,4600,CHRYSLER,1389,1
82674,10697,DODGE,1763,0
69328,2229,SATURN,1711,0
77984,9922,DODGE,1623,0
63357,3244,FORD,825,0
64258,3244,FORD,825,0
62058,2570,KIA,533,1
45215,5310,CHRYSLER,975,0
83205,4852,PONTIAC,2152,1
94960,3009,DODGE,1930,0
91726,2842,DODGE,1341,0
76386,6885,DODGE,1623,0
78762,7682,CHEVROLET,1272,0
81447,10241,FORD,853,0
59057,3726,SUZUKI,505,0
49870,3869,SUZUKI,482,0
77750,3815,DODGE,1389,0
82351,6388,CHEVROLET,2282,0
50927,2747,BUICK,1800,1
68748,5767,CHEVROLET,1801,0
95362,3212,FORD,1053,0
75442,3120,SATURN,803,0
74260,6174,CHEVROLET,1974,0
62699,4964,DODGE,1215,0
58435,2587,DODGE,1086,0
76065,4532,CHRYSLER,1389,0
76913,8891,DODGE,1623,0
58425,7075,DODGE,754,0
81890,5753,CHEVROLET,2282,0
82915,8591,MERCURY,853,0
82690,10356,MERCURY,853,0
88622,4532,CHRYSLER,1503,0
70662,4062,JEEP,986,0
63985,3867,DODGE,1215,0
89752,7973,CHEVROLET,2152,0
60951,6226,CHEVROLET,923,0
90323,6287,HONDA,1065,0
60699,6792,DODGE,825,1
54233,6409,CHEVROLET,1583,0
64646,6310,CHEVROLET,1020,0
89188,6785,CHRYSLER,1503,0
57302,3629,SUZUKI,505,0
82181,5905,PONTIAC,2152,0
72909,3103,DODGE,1923,0
70035,8806,FORD,1506,0
63681,4135,CHEVROLET,728,0
75152,5019,SUZUKI,569,0
93039,5142,GMC,1641,0
80915,6384,CHEVROLET,2152,0
73983,10597,GMC,1155,0
89702,11019,FORD,1113,1
43290,6597,CHRYSLER,975,0
51383,6617,KIA,1334,0
51392,7976,DODGE,1086,0
66896,6688,DODGE,825,1
77348,5841,SATURN,1389,1
84408,4031,FORD,983,0
85277,5868,CHRYSLER,1503,0
84380,2466,SATURN,1933,0
77985,8584,GMC,1623,0
72736,4656,CHRYSLER,1389,0
63837,7103,DODGE,825,0
80011,3803,FORD,2193,1
82117,6963,FORD,1243,0
61954,4190,CHRYSLER,1020,0
85734,9241,CHEVROLET,1243,0
79597,5747,NISSAN,869,1
64200,8038,NISSAN,630,0
88001,6321,CHEVROLET,2152,0
97820,3447,FORD,1353,0
49995,5628,CHRYSLER,975,0
79177,3414,FORD,869,0
65308,7193,KIA,728,0
60341,3000,FORD,825,0
64316,3425,KIA,533,0
76196,5505,CHEVROLET,2091,0
56071,6902,DODGE,754,0
78797,2877,CHEVROLET,1155,0
82781,3473,DODGE,1243,0
66434,5684,CHEVROLET,923,0
59708,5140,FORD,805,0
77524,3987,CHEVROLET,1974,1
77474,7186,PONTIAC,1974,0
39540,4160,CHEVROLET,582,1
50166,4551,CHEVROLET,1003,0
79996,5636,CHEVROLET,803,1
61577,3711,SUZUKI,533,0
84822,4218,PONTIAC,2152,1
81270,6465,PONTIAC,2152,0
54443,6388,KIA,754,0
83523,6063,FORD,853,1
87624,8288,DODGE,1503,0
79396,6692,CHEVROLET,1974,0
84762,2550,DODGE,723,0
74649,6223,NISSAN,569,0
88772,4392,CHEVROLET,853,0
83141,8920,FORD,1633,0
68347,8243,DODGE,1020,0
80965,9366,NISSAN,723,0
60520,5829,SATURN,728,0
67473,7688,CHEVROLET,728,0
77242,7600,CHEVROLET,1389,0
80830,6837,CHEVROLET,1543,1
89205,6193,MAZDA,1373,1
52859,6193,CHRYSLER,1086,0
76239,5504,FORD,1506,0
71520,3691,DODGE,1155,0
70006,3536,DODGE,686,0
83064,8142,FORD,1373,0
52769,5395,DODGE,1251,0
78515,5260,CHRYSLER,1389,1
82035,4434,CHEVROLET,1113,0
79195,4747,CHRYSLER,1155,0
58151,4858,CHEVROLET,671,0
83213,6550,NISSAN,723,0
85500,4707,CHEVROLET,853,0
67903,2508,CHEVROLET,4210,1
74802,7835,CHEVROLET,803,0
72726,3989,KIA,803,0
80540,4434,CHEVROLET,1113,0
62753,3705,SATURN,728,0
73297,4277,FORD,569,0
67055,6652,NISSAN,630,0
37298,5294,KIA,462,0
64422,5707,MAZDA,1125,0
58911,7539,MITSUBISHI,505,0
79335,3671,CHRYSLER,1923,1
69140,7506,FORD,1020,1
62335,9057,JEEP,630,0
94292,6333,ISUZU,1341,0
71796,8546,PONTIAC,1038,0
75910,3034,DODGE,686,0
74610,8209,DODGE,1623,1
73526,5988,CHEVROLET,803,0
75388,6968,CHEVROLET,803,0
78658,7487,DODGE,1272,0
71169,5188,SATURN,803,0
69813,2926,CHRYSLER,1515,0
58872,6550,SUZUKI,505,0
81223,10963,DODGE,594,0
83464,2769,OLDSMOBILE,5392,0
83744,3906,FORD,1283,0
87472,8197,CHEVROLET,2152,0
72695,2377,SATURN,1806,0
89575,8426,CHEVROLET,2282,0
77460,9166,FORD,1506,0
64236,4026,FORD,1020,0
80646,7358,CHEVROLET,2152,0
58778,6335,CHEVROLET,837,1
80304,9097,TOYOTA,594,0
58918,4426,SUZUKI,505,1
66027,7138,CHEVROLET,1118,0
63800,6699,CHEVROLET,1801,0
67501,5469,SUZUKI,533,0
78170,8414,CHEVROLET,1974,0
70452,7687,KIA,1740,0
49465,4329,SUZUKI,482,1
93146,3450,CHEVROLET,2651,1
86452,5593,FORD,983,0
65260,8654,ISUZU,1020,0
66149,4426,SUZUKI,533,1
70417,7542,FORD,920,0
83815,3847,FORD,983,0
77226,9556,DODGE,1389,1
73200,4697,CHEVROLET,2799,0
72507,9065,FORD,1506,0
73884,8057,FORD,803,0
59416,2511,MERCURY,1054,0
67743,10644,TOYOTA,533,0
80762,8451,CHEVROLET,853,0
67830,8251,PONTIAC,1703,0
71187,5004,FORD,2040,1
78776,9060,FORD,920,0
86346,3729,FORD,894,0
58618,4180,SUZUKI,505,0
89109,5653,TOYOTA,594,0
90038,3108,FORD,2506,0
85809,8706,FORD,983,0
82103,8126,MERCURY,1633,0
55535,8562,CHEVROLET,1500,0
85422,7008,FORD,1153,1
88025,7380,CHEVROLET,853,0
80081,7684,CHEVROLET,1113,1
59419,7072,HYUNDAI,671,0
86510,3203,CHEVROLET,2452,0
96380,6061,FORD,1053,0
52846,5234,SUZUKI,505,0
85562,5876,FORD,983,0
83086,3926,SUZUKI,594,1
69050,3265,CHRYSLER,1020,1
90211,11035,FORD,909,0
66047,5910,FORD,728,1
77738,9523,MERCURY,920,0
78644,8529,CHRYSLER,1155,0
80285,7288,CHEVROLET,2152,1
76178,11958,SATURN,1272,0
76587,9374,FORD,1506,0
59340,3796,PONTIAC,1966,0
73999,5120,CHEVROLET,1038,0
66040,8160,FORD,1313,0
77784,7705,CHEVROLET,2091,0
57455,5393,KIA,671,0
55397,3664,SUZUKI,505,0
81753,6651,NISSAN,723,0
87218,7485,FORD,1633,0
82692,8703,FORD,1243,0
52875,6495,FORD,920,0
79924,4914,CHRYSLER,1155,1
69254,10229,PONTIAC,1703,0
93221,8276,JEEP,765,0
57794,8397,CHRYSLER,920,0
61828,8420,CHEVROLET,1703,0
72532,10626,TOYOTA,569,0
85727,10985,DODGE,1503,0
79387,9895,CHEVROLET,1272,0
76883,10573,TOYOTA,569,0
43434,2491,DODGE,975,0
67513,4005,SUZUKI,533,0
67042,6160,CHRYSLER,1215,0
75491,3685,FORD,920,1
59395,3132,CHRYSLER,1386,0
81849,6729,FORD,983,0
37911,4072,SUZUKI,462,0
68135,3280,FORD,1320,0
87154,3593,SATURN,853,0
82810,9683,SATURN,1373,0
80561,6441,FORD,1243,0
65262,8632,NISSAN,630,0
74690,7802,CHEVROLET,1974,0
69989,7502,HYUNDAI,728,0
81191,10061,FORD,1633,0
74517,7492,CHEVROLET,1038,0
72500,6374,CHRYSLER,1623,0
86390,8095,FORD,853,0
82941,3910,CHEVROLET,2152,0
81193,7889,CHEVROLET,2152,0
62353,7832,MAZDA,923,0
91751,3913,DODGE,1630,1
85349,4100,CHRYSLER,1503,1
75450,10978,TOYOTA,569,0
95710,5870,DODGE,1918,0
90160,3042,PONTIAC,2639,1
89521,4272,CHRYSLER,1373,0
81951,7950,NISSAN,1243,0
80210,7829,DODGE,1503,0
97129,3444,FORD,1053,0
82901,9850,SATURN,1373,0
50448,7463,TOYOTA,505,0
70454,8315,FORD,1506,0
88347,6480,CHEVROLET,2152,0
90284,2899,DODGE,765,0
96726,3444,FORD,1053,1
66770,4534,CHRYSLER,1118,0
81905,7332,CHRYSLER,1243,0
84456,6691,CHEVROLET,2152,0
88506,4299,FORD,1153,0
89650,2571,PONTIAC,1933,1
86908,7887,DODGE,1243,0
81417,2541,SATURN,853,0
94240,3724,FORD,1341,0
82314,8492,CHEVROLET,2152,0
76427,4942,DODGE,1689,0
48730,1811,FORD,1557,0
67366,6354,FORD,1313,0
80200,3277,FORD,1243,0
91140,4401,FORD,1774,0
76478,5934,CHEVROLET,1272,1
88951,6607,CHEVROLET,2152,0
72496,10091,CHEVROLET,1155,0
86002,9156,KIA,1893,0
82504,8474,BUICK,1633,0
88403,3402,OLDSMOBILE,5392,0
93845,4945,PONTIAC,2351,0
86377,13274,CHRYSLER,1503,0
96266,13041,FORD,909,0
79933,13188,NISSAN,1623,0
81837,4409,NISSAN,1023,0
84705,10324,DODGE,723,0
85060,3526,BUICK,2452,0
94830,4433,DODGE,920,0
77656,6462,DODGE,920,0
75583,7830,MITSUBISHI,569,0
81000,6630,FORD,1243,0
79965,2858,PONTIAC,1506,0
61922,3502,CHEVROLET,728,0
65830,2220,FORD,1320,0
83787,3907,FORD,983,0
98763,4650,CHRYSLER,1485,1
78368,8936,DODGE,920,0
82782,5236,NISSAN,894,1
56649,6710,PONTIAC,1003,0
95752,2787,CHRYSLER,1930,0
60932,6690,CHEVROLET,1215,0
76658,7432,MITSUBISHI,569,0
67605,5109,KIA,728,0
81284,4083,DODGE,2063,0
69128,8304,NISSAN,533,1
67255,4711,CHRYSLER,1215,1
81961,8086,CHEVROLET,2152,0
57708,6484,DODGE,754,0
91236,3376,FORD,1053,0
75531,8033,CHEVROLET,1974,0
92953,6451,PONTIAC,2351,0
56746,8150,DODGE,920,0
85164,6593,CHEVROLET,2152,0
82795,3371,DODGE,723,0
82384,11242,FORD,1373,0
72684,9774,NISSAN,1155,0
58998,6342,FORD,920,0
86947,3937,NISSAN,594,0
89740,6434,BUICK,1633,0
53433,6593,CHEVROLET,1500,0
78714,6048,TOYOTA,569,0
60858,9380,SATURN,1118,0
68510,7197,CHEVROLET,923,0
89121,8033,CHEVROLET,2152,0
76420,4457,CHEVROLET,803,0
93558,4613,PONTIAC,2351,1
81331,8301,TOYOTA,594,0
85144,4959,FORD,853,0
92079,6463,PONTIAC,2351,0
68455,4928,CHEVROLET,1418,0
75358,6465,CHEVROLET,1974,0
80584,6426,CHEVROLET,2282,0
79919,9599,CHEVROLET,1974,1
69487,4062,CHRYSLER,1118,0
65668,4854,SUZUKI,533,1
74226,4304,CHEVROLET,803,0
91229,6862,DODGE,1053,0
78288,8541,DODGE,920,1
65894,6153,DODGE,1215,0
75770,8541,DODGE,920,0
79551,7602,CHRYSLER,1155,0
81803,4426,NISSAN,594,0
58007,8079,DODGE,920,0
76302,2958,DODGE,686,0
54071,4426,NISSAN,505,0
81058,4888,FORD,1243,0
71991,6532,CHEVROLET,1974,0
71968,4062,CHRYSLER,1272,0
67594,4344,KIA,533,1
65226,6915,CHEVROLET,1020,0
84810,10795,FORD,1633,0
74859,6253,FORD,1389,1
79403,6709,CHEVROLET,1974,0
76824,7981,CHEVROLET,1974,0
57627,5754,NISSAN,505,0
80448,10306,JEEP,983,1
84675,3028,DODGE,1243,0
90750,11248,DODGE,1918,0
94988,7247,CHEVROLET,1641,1
85131,7993,CHEVROLET,2152,0
85393,4212,DODGE,1243,0
80263,6646,MITSUBISHI,594,0
81260,4124,HYUNDAI,1113,0
62587,5291,SUZUKI,533,0
86083,4422,DODGE,1243,1
80036,8181,CHEVROLET,2152,0
71571,5599,CHEVROLET,803,0
75875,5239,CHEVROLET,803,0
74900,2624,CHRYSLER,1689,1
73794,4442,SUZUKI,569,1
55778,2802,DODGE,888,1
40036,4546,SUZUKI,482,0
93598,4474,FORD,1053,0
44835,7200,CHEVROLET,623,0
81990,6143,TOYOTA,594,0
67745,5074,CHEVROLET,728,0
60909,3565,CHRYSLER,1215,0
70312,9264,PONTIAC,569,0
86499,4750,CHEVROLET,2152,1
98680,4243,PONTIAC,2351,1
85892,6743,MAZDA,1373,1
82153,8234,CHEVROLET,1503,0
65794,3583,CHRYSLER,1215,0
66069,7704,NISSAN,630,0
73701,9531,VOLKSWAGEN,1272,0
79531,8327,CHEVROLET,1974,0
92136,4243,PONTIAC,2351,0
86810,9789,CHEVROLET,1243,0
65251,7593,DODGE,1020,0
95393,5319,FORD,909,0
72446,3809,SUZUKI,569,0
81272,4134,CHEVROLET,1373,0
83099,4441,CHRYSLER,1503,0
85678,8233,CHEVROLET,2152,0
80210,5841,CHEVROLET,853,0
83844,9274,DODGE,983,0
72917,7963,PONTIAC,1974,0
49621,3805,SUZUKI,482,1
61166,6792,DODGE,825,0
90128,7303,FORD,1209,1
74061,3287,DODGE,1389,1
52216,6311,CHRYSLER,1086,0
83540,4543,CHRYSLER,1503,1
69069,6010,CHRYSLER,1215,0
72749,4543,CHRYSLER,1389,0
77341,9213,NISSAN,1155,0
78210,4334,SUZUKI,569,0
47344,2271,FORD,993,0
80659,5343,FORD,983,0
60832,3574,FORD,825,0
83689,4367,MERCURY,983,1
54144,7650,NISSAN,505,0
51783,5279,SUZUKI,505,1
92911,3300,CHRYSLER,1630,1
56628,3738,SUZUKI,505,0
75680,7879,CHEVROLET,1974,0
69990,3739,SUZUKI,533,1
84518,5363,CHEVROLET,1373,0
82055,5894,SATURN,853,0
94026,7014,HONDA,620,0
78225,3390,CHEVROLET,803,0
55202,3337,DODGE,1086,0
69135,7881,CHEVROLET,923,1
84953,5363,CHEVROLET,1373,0
89626,5960,FORD,853,0
84523,6261,CHEVROLET,2152,0
55635,5902,NISSAN,588,0
84202,6750,DODGE,983,0
74597,4550,CHRYSLER,1389,0
69953,7667,CHEVROLET,1703,0
89999,4935,SCION,594,0
33405,7389,CHEVROLET,582,0
79324,9427,TOYOTA,569,0
66966,7119,PONTIAC,923,0
80104,9922,DODGE,1503,0
72601,7629,FORD,1506,0
86123,6481,MAZDA,1373,0
62165,5493,DODGE,1411,0
75041,5493,DODGE,1623,0
61433,7845,CHEVROLET,1703,0
78895,6426,PONTIAC,1272,0
78433,7667,CHEVROLET,1974,0
85567,5372,DODGE,1503,0
80600,3467,CHRYSLER,1503,0
63899,6968,CHRYSLER,1020,0
76546,11044,NISSAN,686,0
88905,4550,CHRYSLER,1503,1
89025,8925,DODGE,983,0
58665,5406,CHRYSLER,1086,0
61783,6968,CHRYSLER,1020,0
92868,6410,CHEVROLET,1630,1
80931,7134,CHEVROLET,1243,0
75036,10686,TOYOTA,569,0
81197,4231,SUZUKI,594,0
88363,7891,CHRYSLER,1243,0
77220,3535,SUZUKI,569,0
38499,5545,CHEVROLET,582,0
60401,4688,CHEVROLET,728,0
50902,7866,CHEVROLET,1003,0
82881,8686,CHEVROLET,1373,0
85950,10339,DODGE,1763,0
82114,6476,CHEVROLET,1243,0
79251,10218,MAZDA,1272,0
75082,6810,CHRYSLER,1389,0
45990,4352,KIA,482,0
46181,3535,SUZUKI,482,0
96715,9061,PONTIAC,1485,0
72776,3519,CHRYSLER,1389,0
77545,6041,PONTIAC,1974,0
40516,5640,CHEVROLET,623,1
91559,7707,CHEVROLET,2351,0
92729,8806,FORD,1197,0
70235,6819,CHRYSLER,1623,0
69943,5693,SATURN,728,0
94703,5229,DODGE,1918,0
90339,4844,CHEVROLET,1641,0
76197,11473,DODGE,1506,0
87241,6308,CHEVROLET,1503,1
79113,8873,DODGE,1272,0
94049,4415,FORD,1341,0
95697,5012,CHEVROLET,2651,0
59218,6123,CHEVROLET,671,0
59528,5443,CHEVROLET,671,1
61867,6793,CHEVROLET,1118,0
65711,4428,CHEVROLET,728,0
70853,9624,FORD,1506,0
74014,6756,CHEVROLET,2091,1
84044,5499,FORD,1633,0
84294,5161,CHEVROLET,1373,1
79412,6484,HYUNDAI,1155,1
78742,3250,CHRYSLER,1389,1
49696,3556,KIA,482,1
66653,7764,KIA,1508,0
67605,3852,NISSAN,533,1
60109,5102,KIA,533,0
58480,4698,KIA,505,0
65658,5978,DODGE,825,0
68235,9583,VOLKSWAGEN,1118,0
70644,8030,VOLKSWAGEN,1272,0
86871,7126,FORD,853,0
83923,5652,CHEVROLET,1373,0
33353,5559,CHEVROLET,822,0
87377,6245,FORD,1633,0
83918,8067,CHEVROLET,853,0
79823,8718,CHEVROLET,1506,0
87674,3539,CHEVROLET,5392,1
69122,6100,CHEVROLET,1320,0
75885,5468,TOYOTA,869,0
88935,3908,FORD,1803,1
60710,4445,FORD,1020,0
86564,6092,NISSAN,594,0
71225,10869,JEEP,920,0
66536,7533,CHEVROLET,1703,0
84879,8729,CHEVROLET,2063,0
86983,6786,CHEVROLET,1543,0
82189,3709,KIA,594,0
64351,7882,CHRYSLER,1118,0
88080,5824,DODGE,983,0
85395,10050,FORD,1633,0
88212,2609,MERCURY,1283,0
79788,2734,KIA,803,0
87172,3988,FORD,983,0
87606,7836,TOYOTA,1023,0
77926,4319,CHEVROLET,686,0
71111,4263,CHEVROLET,803,0
75642,4319,CHEVROLET,686,0
72981,8401,KIA,920,0
74076,6221,HYUNDAI,803,0
88033,8987,DODGE,983,0
82710,4319,CHEVROLET,723,0
74336,6383,HYUNDAI,803,0
84850,9224,JEEP,983,1
71680,5896,CHRYSLER,1389,0
79948,3819,FORD,1155,0
88715,3111,SATURN,1933,0
79600,4725,DODGE,1220,0
84941,3082,FORD,983,0
81267,9052,CHEVROLET,1373,1
86539,6188,SATURN,2282,0
65786,4319,CHEVROLET,630,0
94866,6799,HONDA,1065,0
70745,6695,FORD,803,0
81483,7156,FORD,853,0
82268,4159,SATURN,853,1
86769,4106,CHEVROLET,853,0
52685,2985,SUZUKI,505,1
74083,5539,MAZDA,1038,0
88601,5509,GMC,1673,0
88646,4420,FORD,1633,0
85686,6661,FORD,1633,0
86479,7494,FORD,1413,0
48644,4471,SUZUKI,482,0
68519,5374,FORD,825,0
76144,2462,SUZUKI,569,0
70650,6599,FORD,920,0
51130,8519,MITSUBISHI,505,0
97952,8963,CHEVROLET,1485,0
71713,2342,MAZDA,1689,0
75542,4149,CHEVROLET,686,0
89192,6379,TOYOTA,594,0
40747,4206,MITSUBISHI,482,0
85728,6167,MAZDA,983,0
70139,3950,DODGE,1623,0
77194,4990,FORD,1455,0
79485,3167,FORD,920,0
75259,4252,FORD,1455,1
59749,7336,FORD,1169,0
82265,5481,DODGE,983,0
75554,7129,CHEVROLET,1155,0
70249,5846,SATURN,803,0
85247,4262,JEEP,2193,1
78862,6204,DODGE,1623,0
89217,2981,FORD,983,0
84566,7838,FORD,983,0
81641,8038,DODGE,1503,0
58711,4162,FORD,1054,0
84275,2911,CHEVROLET,2452,0
66370,5343,MAZDA,1313,0
89007,4445,BUICK,4332,0
76735,4226,FORD,920,0
86669,5832,JEEP,1023,0
28084,3105,CHEVROLET,762,0
79462,2527,KIA,803,0
80112,9511,DODGE,1763,0
76392,3592,FORD,920,0
39358,2091,SATURN,1301,0
72734,9166,CHRYSLER,1389,0
72546,4362,CHEVROLET,686,0
69101,8071,DODGE,1215,0
61041,3957,FORD,1020,0
88361,13177,JEEP,1893,0
98675,4836,CHEVROLET,2495,0
70212,5818,NISSAN,686,0
56981,5056,SATURN,671,0
91151,5052,DODGE,1774,0
65639,5039,CHRYSLER,1215,0
79003,3436,SATURN,1103,1
93869,8162,FORD,1209,0
63082,5559,CHRYSLER,1118,0
68797,4758,SATURN,1411,0
87800,8487,CHEVROLET,1503,0
84453,3644,SATURN,853,1
94398,6806,CHEVROLET,2218,0
94153,8635,FORD,909,1
69368,2721,CHRYSLER,1515,0
81407,5160,NISSAN,723,1
65321,3387,FORD,825,0
49423,3198,SATURN,623,0
57530,5503,CHRYSLER,1086,0
64469,8088,CHEVROLET,728,0
82497,6090,FORD,1633,0
86924,7228,CHRYSLER,1763,0
78995,6090,FORD,1506,1
75009,8090,PONTIAC,1974,0
66725,5894,FORD,1020,0
73538,5961,CHRYSLER,1623,0
89462,2632,BUICK,2452,0
48737,3339,FORD,693,0
60120,5879,CHRYSLER,1215,0
93934,14019,FORD,1053,0
86076,2859,CHEVROLET,2452,1
49454,7001,CHRYSLER,975,0
89176,4155,CHEVROLET,2152,1
66936,7129,CHRYSLER,1215,0
85436,2063,DODGE,1543,0
81870,3339,FORD,983,0
55349,4917,JEEP,888,0
